           1           0         197         197   6.56351185    
    -4.350      1.984    47     3      2.551     0  2212
    -0.780      2.905    48     3      2.534     0  2212
     5.509      2.122    49     0      2.455  2212  2212
     5.871     -1.684    50     0      2.439  2212  2212
    -0.321      0.587    51     3      2.310     0  2212
     3.257      3.963    52     0      2.289  2212  2212
     0.079     -3.448    53     3      2.249     0  2212
     4.091     -0.307    54     3      2.031     0  2212
     1.538     -1.676    55     3      1.945     0  2212
     8.212     -3.174    56     0      1.939  2212  2212
    -1.959     -2.493    57     3      1.919     0  2212
     6.470     -4.440    58     0      1.915  2212  2212
     3.486     -2.133    59     0      1.876  2212  2212
     0.500      1.506    60     3      1.752     0  2112
    -0.244     -0.228    61     3      1.584     0  2212
     5.304      0.219    62     0      1.502  2212  2212
     0.961      0.522    63     3      1.447     0  2112
     1.384      4.369    64     1      1.383  2212  2212
     7.984      2.487    65     0      1.284  2212  2212
     3.618     -0.653    66     0      1.239  2212  2212
     7.655      4.020    67     0      1.138  2212  2212
     6.071      1.490    68     0      1.135  2212  2212
     5.271      5.321    69     0      1.130  2212  2212
     4.689     -1.790    70     0      1.098  2212  2212
     6.453     -0.293    71     0      1.072  2212  2212
     3.749      3.693    72     1      1.066  2212  2212
     8.423     -3.828    73     0      1.055  2212  2212
     4.855      5.554    74     0      0.984  2212  2212
     5.985      2.198    75     0      0.968  2212  2212
     9.634      3.397    76     0      0.938  2212  2212
     6.409      3.905    77     0      0.927  2212  2212
    -0.001      3.168    78     3      0.846     0  2212
     1.935     -0.392    79     3      0.835     0  2212
     3.946     -4.329    80     0      0.775  2112  2112
    -1.006      1.194    81     3      0.739     0  2112
    10.684     -2.075    82     0      0.616  2112  2112
     3.424     -7.758    83     0      0.504  2112  2112
     5.196     -4.905    84     3      0.389     0  2112
     4.724     -4.400    85     0      0.303  2112  2112
     7.916     -3.015    86     0      0.286  2112  2112
     3.960     -2.149    87     3      0.285     0  2112
    -1.720     -1.868    88     3      0.224     0  2112
     8.971     -2.856    89     0      0.172  2112  2112
     7.116      3.811    90     0      0.141  2112  2112
     3.488      7.580    91     0      0.134  2112  2112
     2.773     -3.192    92     3      0.034     0  2112
    -2.574      0.044    93     3     -0.075     0  2112
     2.940      1.658    94     3     -0.101     0  2112
     9.641      0.939    95     0     -0.216  2112  2112
     7.803      5.180    96     0     -0.247  2112  2112
     4.274     -0.133    97     3     -0.336     0  2112
     5.616      0.434    98     0     -0.348  2112  2112
     3.069     -3.073    99     1     -0.386  2112  2112
    -1.757     -2.824   100     3     -0.431     0  2112
     3.890     -5.417   101     0     -0.473  2112  2112
     8.334      3.288   102     0     -0.488  2112  2112
     6.405      2.747   103     0     -0.525  2112  2112
     1.785      4.496   104     3     -0.527     0  2112
    -2.056     -2.501   105     3     -0.545     0  2112
     4.998      0.892   106     1     -0.568  2112  2112
     1.532     -0.181   107     3     -0.687     0  2112
    -2.162     -2.972   108     3     -0.688     0  2112
    -1.925      4.136   109     3     -0.712     0  2112
     2.204      4.778   110     3     -0.780     0  2112
    -0.934      4.264   111     3     -0.790     0  2112
     5.818     -1.476   112     0     -0.795  2112  2112
     6.108     -4.062   113     0     -0.867  2112  2112
     6.750      0.823   114     0     -0.915  2112  2112
     5.764     -4.342   115     0     -0.933  2112  2112
     6.134      2.443   116     0     -0.943  2112  2112
     0.017     -3.769   117     3     -1.012     0  2112
     0.631      2.112   118     3     -1.063     0  2212
     1.836     -4.548   119     1     -1.093  2112  2112
     8.503     -5.644   120     0     -1.162  2112  2112
     3.901     -5.679   121     0     -1.290  2112  2112
     6.065     -3.219   122     0     -1.294  2112  2112
     3.974     -3.300   123     0     -1.306  2112  2112
     4.512      0.289   124     3     -1.315     0  2112
     7.152      0.527   125     0     -1.337  2112  2112
     2.181     -3.150   126     3     -1.393     0  2112
     6.321     -0.426   127     0     -1.519  2112  2112
     3.139      6.238   128     3     -1.560     0  2112
    -0.091      2.184   129     3     -1.586     0  2112
     2.308      4.029   130     3     -1.614     0  2112
     8.766     -0.803   131     0     -1.682  2112  2112
     1.560     -3.866   132     3     -1.740     0  2112
     2.829     -4.346   133     3     -1.743     0  2112
     3.228      5.574   134     1     -1.795  2112  2112
     8.039      0.929   135     0     -1.926  2112  2112
     4.433      3.982   136     0     -1.938  2112  2112
     2.906     -1.100   137     3     -1.952     0  2112
     0.786      2.322   138     3     -1.967     0  2112
     7.585      1.999   139     0     -2.007  2112  2112
     2.874      2.476   140     3     -2.037     0  2112
     3.390     -6.301   141     0     -2.039  2112  2112
     2.592     -5.615   142     0     -2.140  2112  2112
     3.210      4.363   143     3     -2.221     0  2112
     8.721     -1.575   144     0     -2.300  2112  2112
    -0.995      1.875   145     3     -2.325     0  2112
    -3.509      1.095   146     3     -2.334     0  2112
     7.276      2.539   147     0     -2.340  2112  2112
     0.824      2.093   148     3     -2.362     0  2112
     0.546     -5.160   149     3     -2.373     0  2112
     7.109     -3.534   150     0     -2.381  2112  2112
    -2.333      2.489   151     3     -2.482     0  2112
    10.774      3.985   152     0     -2.559  2112  2112
     0.555      4.493   153     3     -2.582     0  2112
     0.987     -0.617   154     3     -2.640     0  2112
     4.201     -1.174   155     3     -2.649     0  2112
     2.794      3.920   156     3     -2.670     0  2112
     4.152     -3.639   157     3     -2.743     0  2112
     2.084     -1.594   158     3     -2.862     0  2112
     8.522      1.731   159     0     -2.912  2112  2112
     7.089      6.279   160     0     -2.924  2112  2112
     1.708     -3.550   161     3     -3.086     0  2112
     4.253     -2.110   162     0     -3.098  2112  2112
     3.933     -2.607   163     3     -3.217     0  2112
     1.914     -4.640   164     3     -3.301     0  2112
     3.323      4.565   165     3     -3.353     0  2112
     4.440     -3.272   166     1     -3.362  2112  2112
     1.178      2.498   167     3     -3.386     0  2112
     0.457     -0.513   168     3     -3.397     0  2112
     4.522     -3.665   169     1     -3.402  2112  2112
     0.667      1.274   170     3     -3.449     0  2112
     5.563      1.111   171     0     -3.496  2112  2112
     2.223      2.614   172     3     -3.604     0  2112
     5.412     -0.754   173     0     -3.607  2112  2112
     5.345      2.558   174     0     -3.629  2112  2112
     6.460      1.551   175     0     -3.747  2112  2112
     0.958      4.393   176     3     -4.084     0  2112
     4.061      3.862   177     0     -4.333  2112  2112
     1.362     -2.605   178     3     -4.333     0  2112
     4.075      2.922   179     3     -4.481     0  2112
     0.392     -3.485   180     3     -4.569     0  2112
     1.736      2.781   181     3     -4.608     0  2112
     3.757      2.652   182     3     -4.689     0  2112
     1.207     -1.037   183     3     -4.815     0  2112
     5.267      0.786   184     3     -4.829     0  2112
     6.215      1.341   185     0     -4.888  2112  2112
    -0.704      0.861   186     3     -4.891     0  2112
     7.384     -0.455   187     0     -5.016  2112  2112
     4.641     -3.128   188     3     -5.072     0  2112
    -0.120     -2.317   189     3     -5.108     0  2112
     7.139      0.548   190     0     -5.118  2112  2112
     1.594     -1.158   191     3     -5.144     0  2112
     1.265     -6.724   192     3     -5.412     0  2112
     5.943      2.945   193     0     -5.619  2112  2112
     5.201     -0.737   194     0     -6.027  2112  2112
     7.341     -1.934   195     0     -6.186  2112  2112
     4.154     -2.434   196     3     -6.237     0  2112
     3.345     -2.303   197     3     -6.415     0  2112
    -1.299     -0.816    -1     3     -7.674     0  2212
    -0.601     -0.353    -2     3     -6.811     0  2212
    -5.529     -3.271    -3     3     -5.698     0  2212
    -3.406      0.182    -4     3     -5.660     0  2212
    -2.706      1.530    -5     3     -5.155     0  2212
    -2.468      3.020    -6     3     -5.102     0  2212
    -2.028     -3.782    -7     3     -4.968     0  2212
    -5.924      3.902    -8     0     -4.924  2212  2212
    -0.986     -3.198    -9     3     -4.924     0  2212
    -4.079      4.834   -10     0     -4.921  2212  2212
     2.664      5.605   -11     3     -4.853     0  2212
    -4.262     -2.337   -12     3     -4.778     0  2212
    -5.705     -2.223   -13     0     -4.768  2212  2212
    -2.142      1.226   -14     3     -4.737     0  2212
    -4.226     -0.206   -15     0     -4.669  2212  2212
    -2.686     -0.356   -16     3     -4.653     0  2212
    -3.464      0.285   -17     3     -4.628     0  2212
    -0.257     -0.902   -18     3     -4.470     0  2212
    -3.563      4.375   -19     0     -4.350  2212  2212
    -0.628      2.016   -20     3     -4.259     0  2212
    -0.209      0.400   -21     3     -4.196     0  2212
    -7.346     -2.164   -22     0     -4.020  2212  2212
    -1.363      6.989   -23     2     -3.886  2212  2212
    -5.283     -1.711   -24     0     -3.821  2212  2212
    -2.716      3.630   -25     3     -3.793     0  2212
    -3.976     -4.356   -26     0     -3.753  2212  2212
    -3.731     -0.774   -27     3     -3.701     0  2212
    -2.571     -1.190   -28     3     -3.615     0  2212
    -1.065     -2.637   -29     3     -3.568     0  2212
    -3.167     -4.783   -30     0     -3.487  2212  2212
    -2.427     -2.471   -31     3     -3.358     0  2212
    -2.193     -0.538   -32     3     -3.270     0  2212
     0.560     -2.645   -33     3     -3.213     0  2212
    -6.209     -0.136   -34     0     -3.174  2212  2212
    -3.234      3.284   -35     3     -3.093     0  2212
    -3.837      2.927   -36     0     -3.040  2212  2212
    -6.651     -2.478   -37     0     -3.008  2212  2212
     1.816      0.248   -38     3     -2.999     0  2212
    -2.326      4.864   -39     3     -2.996     0  2212
    -1.806     -4.271   -40     0     -2.972  2212  2212
    -5.410      1.668   -41     3     -2.947     0  2212
    -5.089      3.022   -42     0     -2.922  2212  2212
    -3.816     -2.684   -43     3     -2.829     0  2212
    -0.073     -0.797   -44     3     -2.780     0  2212
     1.060     -0.232   -45     3     -2.764     0  2212
    -4.155     -4.734   -46     0     -2.734  2212  2212
     1.001      4.002   -47     3     -2.648     0  2212
     1.249     -1.635   -48     3     -2.597     0  2212
     0.280     -0.642   -49     3     -2.586     0  2212
    -0.215      2.529   -50     3     -2.515     0  2212
    -7.365     -1.412   -51     0     -2.436  2212  2212
    -2.097      5.840   -52     3     -2.420     0  2212
    -0.258      0.220   -53     3     -2.409     0  2212
    -2.882     -0.344   -54     3     -2.407     0  2212
     1.402      0.404   -55     3     -2.403     0  2212
    -0.101     -4.419   -56     3     -2.324     0  2212
    -1.168     -3.363   -57     3     -2.272     0  2212
    -2.459     -7.402   -58     0     -2.234  2212  2212
    -1.428      1.977   -59     3     -2.195     0  2212
    -7.811     -2.875   -60     0     -2.185  2212  2212
    -3.219     -1.756   -61     3     -2.076     0  2212
    -4.545      0.095   -62     0     -2.038  2212  2212
    -1.840     -6.009   -63     0     -2.003  2212  2212
    -3.836      5.417   -64     0     -1.973  2212  2212
    -0.161     -0.638   -65     3     -1.967     0  2212
    -4.746      3.243   -66     0     -1.963  2212  2212
    -5.462      7.278   -67     0     -1.936  2212  2212
    -2.531      0.754   -68     3     -1.935     0  2212
    -1.391      3.247   -69     3     -1.859     0  2212
     0.728      1.684   -70     3     -1.793     0  2212
    -6.753      1.729   -71     0     -1.754  2212  2212
    -3.808      4.402   -72     0     -1.754  2212  2212
     1.601     -5.017   -73     3     -1.682     0  2212
    -4.706      0.272   -74     0     -1.579  2212  2212
    -4.820      4.202   -75     0     -1.452  2212  2212
    -1.627     -0.262   -76     3     -1.438     0  2212
    -3.621     -2.916   -77     3     -1.353     0  2212
    -5.204     -1.552   -78     0     -1.283  2212  2212
     3.915     -3.635   -79     3     -1.254     0  2212
    -7.515      6.183   -80     0     -1.169  2112  2112
     0.081     -6.411   -81     3     -1.136     0  2112
    -4.361      3.193   -82     0     -1.122  2112  2112
   -10.060      0.405   -83     0     -1.109  2112  2112
    -7.152     -3.722   -84     0     -1.057  2112  2112
    -1.949     -3.357   -85     3     -0.985     0  2112
     1.243      3.483   -86     3     -0.972     0  2112
    -6.500     -0.706   -87     0     -0.932  2112  2112
    -3.476      2.067   -88     3     -0.923     0  2112
    -6.941     -1.687   -89     0     -0.898  2112  2112
    -5.785     -0.029   -90     0     -0.888  2112  2112
     2.167      4.113   -91     3     -0.856     0  2112
    -6.312      2.508   -92     0     -0.729  2112  2112
    -2.801     -1.306   -93     3     -0.722     0  2112
    -3.597     -3.335   -94     0     -0.708  2112  2112
     1.929     -0.521   -95     3     -0.673     0  2112
     4.076      0.368   -96     3     -0.607     0  2112
    -3.274     -4.490   -97     3     -0.449     0  2112
     2.436      2.768   -98     3     -0.445     0  2112
    -6.534      3.806   -99     0     -0.426  2112  2112
    -3.397     -3.406  -100     3     -0.333     0  2112
    -0.129     -3.029  -101     3     -0.322     0  2112
    -0.615     -1.685  -102     3     -0.294     0  2112
    -6.767      4.295  -103     0     -0.219  2112  2112
    -0.649     -5.015  -104     1     -0.030  2112  2112
    -7.518     -2.454  -105     0      0.055  2112  2112
    -8.448      1.596  -106     0      0.109  2112  2112
    -4.495     -0.866  -107     3      0.200     0  2112
    -6.298      3.599  -108     0      0.277  2112  2112
    -5.470      1.361  -109     0      0.277  2112  2112
    -4.562      4.446  -110     0      0.358  2112  2112
    -2.126     -3.453  -111     3      0.531     0  2112
    -8.095     -2.094  -112     0      0.574  2112  2112
     1.787     -2.599  -113     3      0.603     0  2112
    -9.464     -1.047  -114     0      0.650  2112  2112
    -5.456      0.698  -115     3      0.737     0  2112
    -9.263      3.698  -116     0      0.748  2112  2112
    -7.516     -3.878  -117     0      0.759  2112  2112
     2.585     -1.765  -118     3      0.782     0  2112
    -4.168      3.879  -119     0      0.826  2112  2112
    -5.340     -4.209  -120     0      0.885  2112  2112
    -3.959      4.281  -121     0      0.999  2112  2112
    -5.875     -5.508  -122     0      1.040  2112  2112
    -3.299      0.369  -123     3      1.057     0  2112
     2.715      0.062  -124     3      1.177     0  2112
    -3.861     -5.306  -125     0      1.207  2112  2112
    -8.346      1.627  -126     0      1.285  2112  2112
    -0.492     -4.121  -127     3      1.334     0  2112
    -5.809      1.268  -128     3      1.566     0  2112
    -0.610      4.113  -129     3      1.576     0  2112
    -7.832     -0.061  -130     0      1.626  2112  2112
    -3.098     -1.662  -131     1      1.631  2112  2112
    -4.032      2.412  -132     3      1.804     0  2112
    -2.704      3.665  -133     3      1.810     0  2112
    -3.426      1.662  -134     3      1.813     0  2112
    -2.608      4.247  -135     1      1.906  2112  2112
    -0.019     -0.536  -136     3      2.015     0  2112
     0.023      2.181  -137     3      2.026     0  2112
    -4.019      3.221  -138     0      2.139  2112  2112
    -3.369     -5.032  -139     0      2.148  2112  2112
    -7.485     -2.347  -140     0      2.170  2112  2112
    -2.059     -0.037  -141     3      2.212     0  2112
    -2.731      3.205  -142     3      2.217     0  2112
     0.569      0.169  -143     3      2.219     0  2112
    -0.436     -5.392  -144     3      2.242     0  2112
    -2.511     -4.181  -145     3      2.297     0  2112
    -1.759      3.184  -146     3      2.378     0  2112
    -2.866     -4.419  -147     0      2.488  2112  2112
    -3.615      4.233  -148     0      2.564  2112  2112
     0.667     -5.512  -149     3      2.606     0  2112
    -2.333     -1.313  -150     3      2.648     0  2112
    -4.521     -2.088  -151     0      2.850  2112  2112
     0.196      2.394  -152     3      2.953     0  2112
    -1.440      5.547  -153     3      2.979     0  2112
    -3.130      3.305  -154     1      3.253  2112  2112
     1.977      0.668  -155     3      3.291     0  2212
    -3.216     -0.169  -156     0      3.355  2112  2112
    -0.635     -4.369  -157     2      3.356  2112  2112
    -6.944      3.314  -158     0      3.379  2112  2112
     1.356     -2.609  -159     3      3.380     0  2112
    -3.339     -1.885  -160     3      3.382     0  2112
    -1.909      2.057  -161     3      3.542     0  2112
    -8.154      0.512  -162     0      3.546  2112  2112
    -3.839     -6.957  -163     0      3.571  2112  2112
    -1.534      1.515  -164     3      3.573     0  2112
    -2.731      4.188  -165     3      3.677     0  2112
    -3.110      3.491  -166     0      3.697  2112  2112
     0.069      0.724  -167     3      3.931     0  2112
    -3.013      2.864  -168     0      3.962  2112  2112
    -5.325      1.365  -169     3      4.161     0  2112
    -2.377     -0.619  -170     3      4.179     0  2112
    -2.760      2.086  -171     3      4.184     0  2112
     1.080     -2.165  -172     3      4.202     0  2112
    -1.915      2.058  -173     3      4.301     0  2112
    -2.756      3.325  -174     1      4.314  2112  2112
    -1.996      3.217  -175     3      4.318     0  2112
    -5.801      2.961  -176     0      4.380  2112  2112
    -5.672      1.224  -177     0      4.397  2112  2112
    -1.886     -1.431  -178     3      4.469     0  2112
    -5.207      1.618  -179     0      4.497  2112  2112
    -5.264      3.512  -180     3      4.507     0  2112
    -4.367     -1.969  -181     3      4.564     0  2112
     0.052      5.330  -182     1      4.576  2112  2112
    -6.557      2.580  -183     0      4.813  2112  2112
    -6.585     -0.878  -184     0      4.912  2112  2112
    -2.334     -4.854  -185     3      4.966     0  2112
    -1.846     -1.211  -186     3      5.003     0  2112
    -5.078      0.943  -187     0      5.013  2112  2112
    -3.671     -2.218  -188     1      5.127  2112  2112
    -0.192      0.345  -189     3      5.188     0  2112
    -5.552     -3.595  -190     0      5.327  2112  2112
    -3.519      2.106  -191     3      5.596     0  2112
    -1.355     -0.597  -192     3      5.634     0  2112
    -3.038     -3.226  -193     3      6.072     0  2112
    -5.357      3.179  -194     0      6.268  2112  2112
    -3.093     -1.619  -195     3      6.947     0  2112
    -5.099     -1.428  -196     0      7.021  2112  2112
    -8.136     -2.138  -197     0      7.419  2112  2112
