#  1) time(fm/c)
# 2)total
# 3)elastic
# 4)NN->NR
# 5)NN->RR
# 6)NR->NN
# 7)RR->NN
# 8)RR->NR
# 9)RR->RR,NR->NR
# 10)MB->R
# 11)MB->MB
# 12)MM->M
# 13)MM->MM
# 14)jet decay
# 15) resonance decay
# 16)BB 17) MB 18)MM 19)aBB
  0.3000 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00
  0.6000 0.3333E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00
  0.9000 0.1000E+01 0.3333E+00 0.6667E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00
  1.2000 0.6667E+00 0.3333E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.3333E+00 0.6667E+00 0.0000E+00 0.0000E+00 0.0000E+00
  1.5000 0.2333E+01 0.2000E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.2333E+01 0.0000E+00 0.0000E+00 0.0000E+00
  1.8000 0.3333E+01 0.1000E+01 0.1667E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.3333E+00 0.3000E+01 0.3333E+00 0.0000E+00 0.0000E+00
  2.1000 0.4333E+01 0.2000E+01 0.6667E+00 0.0000E+00 0.1000E+01 0.0000E+00 0.0000E+00 0.3333E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.3333E+00 0.4000E+01 0.3333E+00 0.0000E+00 0.0000E+00
  2.4000 0.1100E+02 0.5667E+01 0.3333E+01 0.3333E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.6667E+00 0.6667E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.1000E+01 0.1033E+02 0.6667E+00 0.0000E+00 0.0000E+00
  2.7000 0.1500E+02 0.7000E+01 0.6000E+01 0.6667E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.6667E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.1667E+01 0.1467E+02 0.3333E+00 0.0000E+00 0.0000E+00
  3.0000 0.1533E+02 0.8667E+01 0.3333E+01 0.3333E+00 0.6667E+00 0.0000E+00 0.0000E+00 0.6667E+00 0.1667E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.2333E+01 0.1367E+02 0.1667E+01 0.0000E+00 0.0000E+00
  3.3000 0.2100E+02 0.1267E+02 0.3000E+01 0.0000E+00 0.1333E+01 0.0000E+00 0.0000E+00 0.2000E+01 0.2000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.3000E+01 0.1900E+02 0.2000E+01 0.0000E+00 0.0000E+00
  3.6000 0.2633E+02 0.1800E+02 0.4333E+01 0.0000E+00 0.6667E+00 0.0000E+00 0.0000E+00 0.1000E+01 0.2000E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.2333E+01 0.2400E+02 0.2333E+01 0.0000E+00 0.0000E+00
  3.9000 0.3100E+02 0.1600E+02 0.9000E+01 0.6667E+00 0.1333E+01 0.0000E+00 0.0000E+00 0.6667E+00 0.3333E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.5667E+01 0.2767E+02 0.3333E+01 0.0000E+00 0.0000E+00
  4.2000 0.3533E+02 0.1933E+02 0.8000E+01 0.0000E+00 0.2000E+01 0.0000E+00 0.0000E+00 0.2333E+01 0.3333E+01 0.0000E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.3667E+01 0.3133E+02 0.3667E+01 0.3333E+00 0.0000E+00
  4.5000 0.4600E+02 0.2667E+02 0.1200E+02 0.3333E+00 0.1000E+01 0.0000E+00 0.0000E+00 0.2000E+01 0.3333E+01 0.6667E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.4000E+01 0.4133E+02 0.4667E+01 0.0000E+00 0.0000E+00
  4.8000 0.4800E+02 0.2733E+02 0.1067E+02 0.0000E+00 0.1667E+01 0.0000E+00 0.0000E+00 0.3333E+01 0.5000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.8000E+01 0.4267E+02 0.5333E+01 0.0000E+00 0.0000E+00
  5.1000 0.6433E+02 0.4033E+02 0.1167E+02 0.1000E+01 0.2333E+01 0.0000E+00 0.0000E+00 0.3333E+01 0.5333E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.6667E+01 0.5800E+02 0.6333E+01 0.0000E+00 0.0000E+00
  5.4000 0.7200E+02 0.3800E+02 0.1500E+02 0.2000E+01 0.3667E+01 0.0000E+00 0.0000E+00 0.6000E+01 0.7000E+01 0.0000E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.8000E+01 0.6400E+02 0.7667E+01 0.3333E+00 0.0000E+00
  5.7000 0.8033E+02 0.4400E+02 0.1400E+02 0.1667E+01 0.5667E+01 0.0000E+00 0.3333E+00 0.7333E+01 0.7000E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.9000E+01 0.7267E+02 0.7667E+01 0.0000E+00 0.0000E+00
  6.0000 0.8600E+02 0.5133E+02 0.1333E+02 0.6667E+00 0.5667E+01 0.0000E+00 0.1000E+01 0.6667E+01 0.7000E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.1000E+02 0.7867E+02 0.7333E+01 0.0000E+00 0.0000E+00
  6.3000 0.9867E+02 0.5867E+02 0.1733E+02 0.3333E+00 0.5000E+01 0.3333E+00 0.1667E+01 0.7667E+01 0.7667E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.1333E+02 0.9067E+02 0.8000E+01 0.0000E+00 0.0000E+00
  6.6000 0.1017E+03 0.5833E+02 0.1467E+02 0.0000E+00 0.9000E+01 0.3333E+00 0.3333E+00 0.6667E+01 0.1133E+02 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.1433E+02 0.8900E+02 0.1267E+02 0.0000E+00 0.0000E+00
  6.9000 0.1140E+03 0.6533E+02 0.1933E+02 0.3333E+00 0.6333E+01 0.0000E+00 0.3333E+00 0.8000E+01 0.1333E+02 0.6667E+00 0.3333E+00 0.0000E+00 0.0000E+00 0.1700E+02 0.9967E+02 0.1400E+02 0.3333E+00 0.0000E+00
  7.2000 0.1263E+03 0.7633E+02 0.1533E+02 0.1000E+01 0.8000E+01 0.0000E+00 0.3333E+00 0.8667E+01 0.1433E+02 0.2000E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.1933E+02 0.1097E+03 0.1633E+02 0.3333E+00 0.0000E+00
  7.5000 0.1347E+03 0.7267E+02 0.2533E+02 0.3333E+00 0.7333E+01 0.0000E+00 0.3333E+00 0.1067E+02 0.1567E+02 0.2333E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2200E+02 0.1167E+03 0.1800E+02 0.0000E+00 0.0000E+00
  7.8000 0.1503E+03 0.8067E+02 0.2533E+02 0.1333E+01 0.1133E+02 0.0000E+00 0.6667E+00 0.1067E+02 0.1933E+02 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.1933E+02 0.1287E+03 0.2167E+02 0.0000E+00 0.0000E+00
  8.1000 0.1593E+03 0.9867E+02 0.1800E+02 0.6667E+00 0.8333E+01 0.0000E+00 0.1000E+01 0.1300E+02 0.1667E+02 0.2000E+01 0.1000E+01 0.0000E+00 0.0000E+00 0.2333E+02 0.1387E+03 0.1967E+02 0.1000E+01 0.0000E+00
  8.4000 0.1703E+03 0.1107E+03 0.1833E+02 0.1000E+01 0.8333E+01 0.3333E+00 0.6667E+00 0.8333E+01 0.2067E+02 0.2000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.1967E+02 0.1453E+03 0.2500E+02 0.0000E+00 0.0000E+00
  8.7000 0.1673E+03 0.9633E+02 0.2167E+02 0.6667E+00 0.1167E+02 0.0000E+00 0.3333E+00 0.1000E+02 0.2367E+02 0.2667E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.2767E+02 0.1403E+03 0.2667E+02 0.3333E+00 0.0000E+00
  9.0000 0.1817E+03 0.1080E+03 0.1900E+02 0.0000E+00 0.1133E+02 0.0000E+00 0.6667E+00 0.1633E+02 0.2500E+02 0.1333E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2867E+02 0.1533E+03 0.2800E+02 0.3333E+00 0.0000E+00
  9.3000 0.1847E+03 0.1127E+03 0.2300E+02 0.1333E+01 0.1267E+02 0.0000E+00 0.1333E+01 0.1033E+02 0.2167E+02 0.1667E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2700E+02 0.1603E+03 0.2433E+02 0.0000E+00 0.0000E+00
  9.6000 0.1843E+03 0.1133E+03 0.1867E+02 0.3333E+00 0.1300E+02 0.0000E+00 0.6667E+00 0.1233E+02 0.2500E+02 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2133E+02 0.1570E+03 0.2733E+02 0.0000E+00 0.0000E+00
  9.9000 0.1903E+03 0.1157E+03 0.2133E+02 0.3333E+00 0.1000E+02 0.0000E+00 0.2000E+01 0.1467E+02 0.2533E+02 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2533E+02 0.1633E+03 0.2700E+02 0.0000E+00 0.0000E+00
 10.2000 0.1917E+03 0.1087E+03 0.2000E+02 0.3333E+00 0.1733E+02 0.0000E+00 0.1667E+01 0.1633E+02 0.2500E+02 0.2000E+01 0.0000E+00 0.3333E+00 0.0000E+00 0.3067E+02 0.1637E+03 0.2767E+02 0.3333E+00 0.0000E+00
 10.5000 0.1910E+03 0.1153E+03 0.2233E+02 0.6667E+00 0.1233E+02 0.0000E+00 0.1667E+01 0.1067E+02 0.2567E+02 0.2000E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.2400E+02 0.1620E+03 0.2867E+02 0.3333E+00 0.0000E+00
 10.8000 0.2067E+03 0.1203E+03 0.2433E+02 0.6667E+00 0.1533E+02 0.0000E+00 0.2333E+01 0.1367E+02 0.2733E+02 0.2667E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2967E+02 0.1760E+03 0.3067E+02 0.0000E+00 0.0000E+00
 11.1000 0.2153E+03 0.1363E+03 0.2033E+02 0.3333E+00 0.1367E+02 0.0000E+00 0.3333E+00 0.1567E+02 0.2567E+02 0.2667E+01 0.3333E+00 0.0000E+00 0.0000E+00 0.3233E+02 0.1867E+03 0.2833E+02 0.3333E+00 0.0000E+00
 11.4000 0.1993E+03 0.1227E+03 0.2167E+02 0.1333E+01 0.9333E+01 0.0000E+00 0.1333E+01 0.1633E+02 0.2467E+02 0.1333E+01 0.3333E+00 0.3333E+00 0.0000E+00 0.3033E+02 0.1723E+03 0.2633E+02 0.6667E+00 0.0000E+00
 11.7000 0.1880E+03 0.1120E+03 0.1933E+02 0.3333E+00 0.1533E+02 0.0000E+00 0.2000E+01 0.1200E+02 0.2533E+02 0.1667E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.2933E+02 0.1603E+03 0.2767E+02 0.0000E+00 0.0000E+00
